movie_name,year,tags
jism,2003,drama romance thriller when an unemployed man falls for a wealthy woman and he is willing to do whatever he must to get her away from her abusive husband. amit saxena bipasha basu john abraham gulshan grover vinay pathak 
billoo baadshah,1989,action crime drama an orphan makes sacrifices for the family who took him in but subsequently faces humiliation and homelessness. sisir misra shatrughan sinha anita raj govinda neelam kothari 
auzaar,1997,action drama musical two college friends find themselves on the opposite side of the law when they reunite. sohail khan salman khan sanjay kapoor shilpa shetty kundra nirmal pandey 
nenu local,2017,"action comedy romance a happy-go-lucky man accidentally falls in love with a woman whose father despises him. to further complicate matters, his lover has another suitor, who is deemed more worthy of her. trinadha rao nakkina nani keerthy suresh naveen chandra sachin khedekar "
amar akbar anthony,2018,action comedy crime a man suffering from dissociative identity disorder has to take revenge against four businessmen for the murder of his family while his past confronts him in the form of his childhood love. sreenu vaitla ravi teja ileana d'cruz vikramjeet virk abhimanyu singh 
hum kaun hai?,2004,horror drama mystery sandra williams lives in an isolated house with her kids sarah and david.while her husband frank being a army man is away from the house in the war zone. sandra writes a letter to ...                see full summary » ravi sharma shankar amitabh bachchan dimple kapadia dharmendra moushumi chatterjee 
anolb,Unknown,sci-fi add a plot shubham mahadev ravish rajora 
biwi ho to aisi,1988,"comedy drama family drama that revolves around the lead pair, a married couple played by rekha and farooq shaikh. it's about how the character shalu overcomes all of the obstacles in her married life to...                see full summary » j.k. bihari rekha farooq shaikh bindu desai govardhan asrani "
tere bin laden: dead or alive,2016,"comedy a bollywood director is hired by an american talent agent to make a film on osama bin laden. the plan to use an osama doppelganger in order to prove his death boomerangs when a taliban arms dealer hijacks their idea to prove he's alive. abhishek sharma, deepak chandra maniesh paul pradhuman singh sikandar kher parthaa akerkar "
sampoorna ramayana,1961,"drama adventure action this is the story of lord ram and his years spent in exile with his wife and brother, and also chronicles the end of the demon king ravan and his family. babubhai mistry mahipal anita guha sulochana latkar lalita pawar "
deewana mastana,1997,comedy romance chaos ensues when a small time crook and a mental patient tries to win heart of a beautiful woman with comical outcomes. david dhawan anil kapoor govinda juhi chawla johny lever 
shadyantra,2022,"thriller it's a story about greed, ambition, self-preservation, and revenge, and it stars chandan roy sanyal and kunaal roy kapur in key roles. ganesh yadav hina khan chandan roy sanyal kunaal roy kapur shruti bapna "
roti,1974,"drama romance thriller mangal singh (rajesh khanna) has been a career criminal, whose criminal career began to steal food and to keep from starving, and thence got him in deeper and deeper in the criminal world. ...                see full summary » manmohan desai rajesh khanna mumtaz askari nirupa roy sujit kumar "
yaadon ki baaraat,1973,"action drama musical three brothers are separated after their parents' murder. years later, their only hope of avenging their parents and reuniting as a family lies in the song they learned as children. nasir hussain dharmendra zeenat aman vijay arora imtiaz khan "
eiga doraemon: nobita no getsumen tansaki,2019,"animation action adventure nobita saw a moon turned yellow last night and told his class about it but they think it's funny. doraemon gives him the ""history explorers club badge"" and discovers there's life on the moon. until a new student changed him forever. jeong-beom lee, shinnosuke yakuwa wasabi mizuta megumi ohara yumi kakazu subaru kimura "
dhh,2017,"drama family dhh is a heartwarming story of 3 friends (gungun, bajrang and vakil) who think they are failure until the magician comes in. all three believe that only this magician can help them out. manish saini naseeruddin shah kahaan karan patel kuldeep sodha "
kaala sona,1975,"action thriller multi-millionaire businessman, rakesh gets word from his servant, ramdas that his father has been killed several years ago by a bandit named poppy singh and that poppy singh is still alive ...                see full summary » ravikant nagaich feroz khan parveen babi prem chopra farida jalal "
dhaai akshar prem ke,2000,"drama romance karan khanna is an orphan and a captain in the rajputana armed forces. he's madly in love with beautiful model nisha, with whom he plans to tie the knot during his next leave. on the way to...                see full summary » raj kanwar abhishek bachchan aishwarya rai bachchan amrish puri anupam kher "
sandai kozhi,2005,"action balu, on a visit to his friend's hometown, falls for the latter's sister, hema. when he learns that this area is ruled by a local goon, kaasi, balu teaches him a lesson. now, kaasi is seeking revenge. n. linguswamy vishal meera jasmine raj kiran lal "
maama mascheendra,2023,action drama add a plot harsha vardhan eesha rebba ajay sudheer babu posani mirnalini ravi 
99 songs,2019,"musical romance challenged to compose 100 songs before he can marry the girl he loves, a tortured but passionate singer-songwriter embarks on a poignant musical journey. vishwesh krishnamoorthy ehan bhat edilsy vargas tenzing dalha lisa ray "
a sublime love story: barsaat,2005,"drama romance arav is an ambitious young indian whose dream is to design cars. he travels to the united states seeking greener pastures, where he meets the beautiful anna. anna instantly goes head over ...                see full summary » suneel darshan bobby deol priyanka chopra jonas bipasha basu mahesh thakur "
72 hours: martyr who never died,2019,"action biography drama the story is based on the life of rifleman jaswant singh rawat. 55 years ago during 1962 indo-china war , when the destiny of war was pre decided, there stood a brave soldier from 4th ...                see full summary » avinash dhyani avinash dhyani prashil rawat mukesh tiwari yeshi dema "
diya aur toofan,1995,action drama thriller dr. vijay performs a ground breaking surgical operation when he transplants the brain of a slain police officer on the brain-dead body of his to-be bride in order to avenge the death of the police officer. k. bapaiah mithun chakraborty madhoo maya alagh vijay arora 
silsila sidnaaz ka,2021,"romance will have unseen footage from the bigg boss house that will be all about friendship, love and romance. it will narrate the good and bad times of shehnaz and sidharth as a couple. k. bapaiah mithun chakraborty madhoo maya alagh vijay arora "
sheela meri jaan,1990,thriller add a plot k. bapaiah mithun chakraborty madhoo maya alagh vijay arora 
issaq,2013,"drama romance a contemporary adaptation of romeo and juliet set in the backdrop of varanasi in the up heartland, complete with naxalism, sand mining mafia and of course the timeless love story. manish tiwary prateik patil babbar amyra dastur ravi kishan prashant narayanan "
8 x 10 tasveer,2009,action crime drama a forest ranger with the ability to visit the past by looking at photographs attempts to solve the mystery behind his father's sudden death. nagesh kukunoor akshay kumar ayesha takia jaaved jaaferi girish karnad 
andhera,1975,"crime drama thriller deepak drives a car and tries to chase asha seeing his driving her brother ranjeet offers him to work with him as a driver.asha and deepak fall in love ranjeet and his partners tell him to ...                see full summary » shyam ramsay, tulsi ramsay sameer khan vani ganpati imtiaz khan dulari "
style,2001,"comedy musical mystery in an attempt to woo the rich women, two prankster-loving men becomes prime suspects of a murder of a woman. n. chandra sharman joshi sahil khan riya sen shilpi sharma "
jawani ki kahani,1986,drama add a plot k.r. rangan abhilasha vijay arora ramesh deo seema deo 
monster,XXX,thriller add a plot keshhav panneriy amarjeet singh hannah panneriy 
the warrior,2001,"adventure drama in feudal india, a warrior (khan) who renounces his role as the longitme enforcer to a local lord becomes the prey in a murderous hunt through the himalayan mountains. asif kapadia irrfan khan puru chibber aino annuddin manoj mishra "
naqaab,2007,"crime drama romance sophia is engaged to millionaire karan, who is completely in love with her. she, however, finds true love in vicky and gets into a relationship that causes problems between her and karan. abbas alibhai burmawalla, mastan alibhai burmawalla bobby deol akshaye khanna urvashi sharma vikas kalantri "
sarkar 3,2017,"action crime drama the third film in ram gopal varma's sarkar trilogy, which chronicles the exploits of a powerful political figure. ram gopal varma amitabh bachchan yami gautam manoj bajpayee abhishek bachchan "
mere yaar ki shaadi hai,2002,comedy drama romance sanjay wakes up to the truth that he loves his best friend sanjana reluctantly but surely and sets off on a noble mission - to break her wedding. sanjay gadhvi uday chopra jimmy shergill bipasha basu tanaaz currim irani 
pyaar hai toh hai,2023," add a plot pradeep r.k. chaudhary, pradeep r.k. chaudhary karan hariharan paanie kashyap rohit choudhury shiv prateek "
nawabzaade,2018,"comedy romance three best friends fall in love with a simple, stay-at-home girl from their neighbourhood. as they all go out of their way to win her love, they are pitted against each other in their efforts. jayesh pradhan dharmesh yelande punit pathak raghav juyal isha rikhi "
lipstick under my burkha,2016,"comedy drama in order to be independent and break free from the conservative society, four women sets on a journey to discover freedom and happiness. alankrita shrivastava aahana kumra ratna pathak shah konkona sen sharma plabita borthakur "
ghanchakkar,2013,comedy crime thriller a safe cracker claims he has lost his memory when two criminals come calling for their cut of the bank heist loot. raj kumar gupta emraan hashmi vidya balan namit das rajesh sharma 
vaada,2005,crime drama mystery a blind husband. an obsessed lover. and the missing body of a murdered wife...? satish kaushik arjun rampal zayed khan ameesha patel alok nath 
khiladi 1080,2025,"action four identical brothers raghupati, raghav, raja, and ram, all embark on an action adventure as they unwittingly get entangled in a dangerous criminal conspiracy that puts their lives and their loved ones at stake.with no regard. kabir sadanand rakul preet singh sonakshi sinha huma qureshi shehnaaz gill "
meri jung,1985,action drama two top lawyers battle against each other while the whole city witnesses the battle. subhash ghai anil kapoor girish karnad nutan amrish puri 
love,1991,"drama musical romance prithvi and maggie fall in love and decide to get married, but maggie's mother objects looking at prithvi's past. suresh krishna salman khan arun bakshi rita bhaduri sunil dhawan "
family: ties of blood,2006,action crime drama a slacker abducts the family of a crime kingpin to avenge the death of his brother. rajkumar santoshi amitabh bachchan akshay kumar bhoomika chawla aryeman ramsay 
london dreams,2009,"drama music the story revolves around two childhood friends arjun and munnu who find a way to get from a small village in india to wembley as rock stars, having overcome their personalities. vipul amrutlal shah salman khan ajay devgn om puri aditya roy kapoor "
c u at 9,2005,drama horror mystery a film producer named romeo falls in love with a mysterious woman named juliet. marion rodrigues isaiah malavika nair kanksha marion rodrigues 
balwaan,1992,action adventure arjun singh lives with his mother and sister; he takes it upon himself to fight injustice. this gets notice by the police commissioner who decides to enlist arjun into the police force and ...                see full summary » deepak anand suniel shetty divya bharti danny denzongpa avtar gill 
aashiqui 3,Unknown,drama music romance plot unknown. anurag basu kartik aaryan 
veergati,1995,"action drama a gangster and his flunkies abduct and kill a man's daughter. soon, the man's adopted son sets out to avenge her death. k.k. singh salman khan atul agnihotri sudesh berry pooja dadwal "
perversion,2020,drama perversion is story of family where every member has different perversions. sandeep patra adiya natasha sneha tanisha 
eklavya,2007,"action drama mystery as the kingdom of devigarh comes apart at the seams, an aging bodyguard attempts to protect the royal family, as well as keep its darkest secrets from ever coming to light. vidhu vinod chopra amitabh bachchan saif ali khan sanjay dutt vidya balan "
kunwara baap,1974,comedy drama a poor rickshaw-puller adopts an abandoned child and brings him up as his son but tragedy strikes when the boy becomes crippled as a result of polio infection. mehmood mehmood bharathi aachi manorama bhushan tiwari 
junglee tarzan,2001,action a group of hunters come into a dense forest to recover a hidden treasure. dacoit aiappan captures this forest and is also searching for those valuable treasures. a jungle lady bela confronts and restrains them from doing further wrong. kishan shah vijay saxena nisha kamat joginder shelly jr. shah rukh khan 
naram garam,1981,comedy drama an impoverished employee tries to prevent his superiors and employers from marrying his sweetheart. hrishikesh mukherjee amol palekar swaroop sampat utpal dutt a.k. hangal 
high jack,2018,comedy four angry employees hijack a goa to delhi plane to settle their dues and take revenge against their employer. things take a turn when the passengers accidentally consume drinks laced with drugs. akarsh khurana sumeet vyas mantra mugdh sonnalli seygall boloram das 
baaghi: a rebel for love,1990,"action drama romance a saga of love as a man turns rebellious and goes against his family and society to protect his love, a prostitute from evil. deepak s. shivdasani salman khan nagma shakti kapoor kiran kumar "
tevar,2015,"action drama romance caught in the middle of a lethal unrequited love, an athlete protects a young woman from an unwanted marriage. amit ravindernath sharma arjun kapoor sonakshi sinha manoj bajpayee deepti naval "
tuesdays and fridays,2021,"comedy musical romance to avoid the burden of commitment, a young lawyer and a writer agree to be romantic partners only two days a week. that won't get complicated - right? taranveer singh anmol dhillon jhataleka malhotra niki walia zoa morani "
maa tujhhe salaam,2002,action drama major pratab singh works in the indian army and he and his battalion has been assigned duty near the indo-pakistan border. there duty mainly consists of eliminating any terrorists trying to...                see full summary » tinnu verma sunny deol tabu arbaaz khan tinnu verma 
bombairiya,2019,"comedy crime drama a pr agent trying to find her stolen phone, a politician in trouble and a fading celebrity find their lives intertwined in unexpected, messy ways. pia sukanya radhika apte akshay oberoi siddhant kapoor ravi kishan "
chitrakut,2022,"drama set against a lush western indian landscape during the monsoon season, chitrakut delicately sets the tone, interweaving the lives of saloni, shaan, debu, alisha and kim - all converging at ...                see full summary » himanshu malik auritra ghosh vibhore mayank naina trivedi shruti bapna "
ajanabee,1974,"drama romance pregnant reshmi decides not to have the baby after she wins a beauty pageant. but her husband rohit doesn't agree, so she walks out of the marriage. now, rohit must try to win her back. shakti samanta rajesh khanna zeenat aman prem chopra govardhan asrani "
page 3,2005,"drama a look at mumbai's socialite party circle world through the eyes of a page 3 journalist. madhur bhandarkar, jay dev banerjee konkona sen sharma atul kulkarni sandhya mridul tara sharma "
geraftaar,1985,"action drama kishan kumar khanna is a well-rate film actor who falls head over heels in love with young, beautiful and attractive anuradha saxena much to the dislikeness of her gangster brother who ...                see full summary » prayag raj kamal haasan poonam dhillon amitabh bachchan madhavi "
masti,2004,"comedy crime mystery bored of their wives, best friends, meet, prem and amar, reunite after three years and decide to have an affair - but instead become the prime suspects in a murder investigation. indra kumar ajay devgn vivek oberoi aftab shivdasani riteish deshmukh "
love per square foot,2018,"comedy romance individually, sanjay and karina don't earn enough to be able to buy a home, so they enter into a marriage of convenience. anand tiwari vicky kaushal angira dhar alankrita sahai raghubir yadav "
aankhen,2002,"crime drama thriller after a temperamental man is unceremoniously stripped of his duties as a bank manager, he decides to seek revenge by robbing the bank. he trains three blind men to do this risky task for him. vipul amrutlal shah amitabh bachchan akshay kumar sushmita sen arjun rampal "
daud: fun on the run,1997,"action adventure comedy nandu, a small-time thief, is assigned to smuggle an unknown packet for a petty amount. with the police pursuing him, nandu has to elude them and deliver the packet on time. ram gopal varma sanjay dutt urmila matondkar paresh rawal neeraj vora "
the ladykiller,Unknown," when a small-town playboy falls in love for a dangerous girl, they embark on a journey of a dangerous romance. ajay bahl bhumi pednekar arjun kapoor backagaindancer mrityunjay pandey "
bypass road,2019,drama mystery thriller the story revolves around a young man vikram (neil nitin mukesh) who is a fashion prodigy. the story is layered with a murder in town. naman nitin mukesh neil nitin mukesh adah sharma gul panag taher shabbir 
durgamati: the myth,2020,"horror thriller a bureaucrat is imprisoned in a haunted house for interrogation. however, things take an unexpected turn when she gets possessed by a spirit. ashok g. bhumi pednekar mahie gill arshad warsi jisshu sengupta "
abhimaan,1973,"drama musical a popular singer convinces his new wife to enter show-business, but his pride is wounded when she outshines him. hrishikesh mukherjee amitabh bachchan jaya bachchan govardhan asrani bindu desai "
penthouse,2023,"crime mystery thriller a debauchery-filled gathering for five friends turns into a test of friendship and a web of suspicion when a dead body is found in their rented home. abbas alibhai burmawalla, mastan alibhai burmawalla manjari fadnnis mouni roy bobby deol arjun rampal "
dus,1997,action terrorist mast gul blows up kashmir's charar e shariff mosque; indian army general sends undercover captains raja sethi and jeet sharma to capture him and aide nasheman from afghanistan. mukul anand rahul dev sanjay dutt salman khan vinod khanna 
thokar,1974,"action drama family after being released from jail, shyamu returns home to his village and his home to his mom, and blind sister, radha. shyamu and his mom try to get radha married, but in vain, as no one ...                see full summary » dilip bose baldev khosa alka poonam vaidya mehmood jr. "
tum bin...: love will find a way,2001,"drama romance shekhar accidentally kills his associate amar, and decides to watch over amar's company and take care of his family and friends. however, he falls in love with amar's fiancé piya. anubhav sinha priyanshu chatterjee himanshu malik sandali sinha raqesh bapat "
gandhi godse ek yudh,2023,drama history the fictional world where mahatma gandhi survives the attack on him and later meets nathuram godse in prison. their conversation leads to a fiery debate between them. rajkumar santoshi deepak antani chinmay mandlekar tanisha santoshi anuj saini 
shivaay,2016,action adventure crime a skilled mountaineer races against time to rescue his mute daughter from the clutches of human traffickers in bulgaria. ajay devgn ajay devgn abigail eames erika kaar sayyeshaa saigal 
ajooba,1991,"action adventure comedy the evil vizier of baharistan kills the royal family and takes power himself but the real crown prince, who has survived his machinations, returns to his homeland to avenge his parents as a masked vigilante 'ajooba'. shashi kapoor, gennadiy vasilev amitabh bachchan dimple kapadia rishi kapoor sonam "
naajayaz,1995,"action drama inspector jai is an upright and fearless cop who is given the job to take down the criminal empire of raj solanki. jai and his accomplice inspector sandhya, who also happens to be his love, start taking down raj's empire with gusto. mahesh bhatt naseeruddin shah ajay devgn juhi chawla deepak tijori "
oru kaidhiyin diary,1985,"crime drama thriller though david is loyal to suryaprakash, a politician, he rapes and kills david's wife and sends him to jail. he comes back from jail, after serving life imprisonment to exact his revenge. bharathiraja kamal haasan revathi radha janakaraj "
junglemahal: the awakening,2023,horror loosely based on real incidents in the monsoon of mid 80s during the uprising of naxalites in eastern ghat range a group of travellers travels through the deep forests to reach the rescue ...                see full summary » arunava chowdhury masoomeh ab aditya baliyan farhad khairy suraiya parvin 
apno se bewafai,2023,"drama ""vishal (played by irfan khan) arrives in mumbai with dreams of becoming an actor but finds limited success, only landing small roles that barely sustain him. desperate and lacking money, ...                see full summary » prakash bhalekar sonam arora soni bhoir mahima chaudhry irrfan khan "
desh premee,1982,"action comedy drama master dinanath is an ex-freedom fighter. when he gets thakur pratap singh arrested for arms smuggling, he has master's wife bharati and young daughter priti kidnapped and also turns his ...                see full summary » manmohan desai amitabh bachchan hema malini navin nischol parveen babi "
gang,2000,"action crime drama after falling prey to underworld, four friends jeopardize their personal lives with point of no return. mazhar khan jackie shroff nana patekar kumar gaurav jaaved jaaferi "
tapa tap,2021,romance add a plot mazhar khan jackie shroff nana patekar kumar gaurav jaaved jaaferi 
chalti ka naam gaadi,1958,comedy musical romance three woman-hating brothers face changes in their respective lifestyles when two of them fall in love. satyen bose ashok kumar madhubala anoop kumar kishore kumar 
tezz,2012,"action crime drama to avenge his past, aakash rana plants a bomb in a train endangering the lives of 500 passengers. priyadarshan anil kapoor ajay devgn mohanlal kangana ranaut "
pyasa darinda,1990,horror add a plot priyadarshan anil kapoor ajay devgn mohanlal kangana ranaut 
budhia singh: born to run,2016,"biography drama sport a biopic about budhia singh, the world's youngest marathon runner whose story garnered controversy and inspiration around the world. soumendra padhi manoj bajpayee mayur mahendra patole gajraj rao tillotama shome "
kaash,1987,drama a bollywood actor-turned-producer faces marital and financial challenges. mahesh bhatt jackie shroff dimple kapadia master makrand anupam kher 
i - proud to be an indian,2004,action crime drama i is an indian. he travels to london for a family wedding and finds his family live in fear of the terrorism by national front skinheads and finds he has to become involved which escalates the situation. puneet sira sohail khan tim lawrence mona ambegaonkar scott hinds 
criminal,1994,"action romance thriller after witnessing the sudden death of a woman, who was unable to afford hospital treatment, dr. ajay kumar cancels his immigration to america and instead sets out to build a hospital that ...                see full summary » mahesh bhatt nagarjuna akkineni manisha koirala ramya krishnan laxmikant berde "
force,2011,action crime drama a vengeful gangster targets and terrorizes an entire police unit and their families. nishikant kamat john abraham genelia deshmukh vidyut jammwal raj babbar 
judaai,1997,"comedy drama romance in order to attain wealth and a luxurious life, a greedy wife sells her husband to a rich woman. however she realizes that with a luxurious life, she has to pay a heavy price for this decision. raj kanwar anil kapoor sridevi urmila matondkar paresh rawal "
tom dick and harry returns,2021,"comedy three struggling friends hit upon new means to live a happy life, by imposing as cops. v wearing the uniform makes them an overnight neighborhood sensation. v life changes when these fake ...                see full summary » deepak tijori jimmy shergill pooja chopra sanjay dutt nazia hussain "
padikkathavan,1985,"drama two brothers are ousted from their house by their stepbrother's wife. years later, when one of the brothers is framed for a murder, his stepbrother, who is a judge, returns as a lawyer to save him. rajasekar rajinikanth ambika vijay babu shivaji ganesan "
souten,1983,"drama musical romance shyam, a middle-class man, falls in love with a millionaire's daughter and marries her. however, as their relationship starts deteriorating, shyam finds solace in the company of radha. saawan kumar tak rajesh khanna tina ambani padmini kolhapure prem chopra "
caravan,1971,"action comedy musical sunita is a young woman who ends up married to the wrong man, rajan. thinking that he has conspired with his girlfriend, monica to murder her, she runs away to find an old friend of her ...                see full summary » nasir hussain asha parekh jeetendra aruna irani mehmood jr. "
ek ajnabee,2005,"action crime drama suryaveer, an ex-army officer, is assigned the task of protecting a young girl, anamika. when anamika gets kidnapped, he decides to use all his skills to rescue her. apoorva lakhia amitabh bachchan arjun rampal perizaad zorabian rucha vaidya "
apurva,Unknown,"drama thriller apurva, a brilliant and enigmatic detective, is drawn into a complex web of deceit, secrets, and a dangerous conspiracy. nikhil nagesh bhat tara sutaria abhishek banerjee rajpal naurang yadav dhairya karwa "
poorna,2017,"action adventure biography an adivasi 13-year-old from telangana becomes the youngest girl in history to climb mount everest. rahul bose, prashant pandey aditi inamdar rahul bose heeba shah arif zakaria "
am i next,2023,"crime a sudden shock grabs the family of 14-year old honey, when they get to know that their teenage daughter is pregnant. she was raped and now there is a long court battle to seek her right to terminate the pregnancy. rahhat shah kazmi anushka sen neelu dogra tariq khan ahmer haider "
bhuddah hoga tera baap,2011,"action comedy crime a quick-tempered, flamboyantly-dressed, retired hit-man returns to india for one last job. just don't call him ""buddah"" puri jagannadh amitabh bachchan hema malini sonu sood sonal chauhan "
red swastik,2007,"crime drama thriller the police hunt a femme fatale who, after intercourse, brutally murders her lovers and leaves behind a swastika calling card. vinod pande sherlyn chopra harsh chhaya deepshikha nagpal deepraj rana "
firangi,2017,"comedy drama when there are disputes in life, love overcomes all challenges and truth prevails. set in the colonial era, firangi is the story of a mutiny staged by the villagers against the britishers. rajiv dhingra, rizwan mohammad kapil sharma ishita dutta monica gill edward sonnenblick "
the deceivers,1988,"adventure crime drama fact-based account of a secret society of murderers, and of the man who exposed them in british india 1825. nicholas meyer pierce brosnan saeed jaffrey shashi kapoor helena michell "
kaashi in search of ganga,2018,"thriller the movie is about two siblings, kashi (sharman joshi) and his sister ganga. the film is set in the indian city of benaras, also known as kashi.[9] kashi is a man who belongs to a community who are involved in performing cremation rituals. dhiraj kumar prince adhikari aishwarya devan sukriti gupta kranti prakash jha "
risk,2007,"action crime drama modern day bombay is ruled by bangkok-based underworld don, khalid bin jamal, who has the home minister, a.r. sarang, as well as the police commissioner on his payroll. khalid would like to...                see full summary » vishram sawant vinod khanna randeep hooda tanushree dutta madhuri bhagwat "
bees saal baad,1962,"thriller musical mystery when a young man's family gets haunted by a spirit, he gets warned not to return to his hometown. so he then decides to investigate the issue. biren nag biswajeet chatterjee waheeda rehman manmohan krishna madan puri "
raat,1992,"horror mini shifts to her new house along with her parents mr. and mrs. shrma, as well as, nephew bunty. bunty finds a cat in the backyard of the house and gets attracted to it but the cat soon ...                see full summary » ram gopal varma revathi rohini hattangadi om puri akash khurana "
r... rajkumar,2013,action comedy crime an aimless youth starts working for a drug baron and his mission is to kill the rival. prabhu deva shahid kapoor sonakshi sinha sonu sood ashish vidyarthi 
sulaikha manzil,2023,"comedy drama family when the marriage between haala and ameen gets decided in a short span of time with very little time for preparations, it leads dramatic ride between the families. ashraf hamza noushad ali lukman avaran shebin benson jolly chirayath "
angoor,1982,"comedy based on shakespeare's 'a comedy of errors', this is a story of identical twins (2 pairs) and mistaken identities. gulzar sanjeev kumar moushumi chatterjee deven verma aruna irani "
sherni,2021,action adventure drama an upright forest officer who strives for balance in a world of man-animal conflict while she also seeks her true calling in a hostile environment. amit masurkar vidya balan vijay raaz neeraj kabi mukesh khanna 
1920 london,2016,"horror mystery after her husband is possessed by an evil spirit, a woman turns to her former lover to perform an exorcism. tinu suresh desai sharman joshi meera chopra vishal karwal surendra pal "
himmatwala,2013,"action comedy drama when a temple priest commits suicide after being dishonored by an evil landlord, his son returns to his native village on a mission of vengeance. sajid khan ajay devgn tamannaah bhatia mahesh manjrekar paresh rawal "
chori chori chupke chupke,2001,"comedy drama musical a prostitute agrees to get impregnated and then give the baby to a couple (raj and priya) in exchange for a million rupees. everything changes when she develops feelings for the baby and raj. abbas alibhai burmawalla, mastan alibhai burmawalla salman khan rani mukerji preity g zinta amrish puri "
international khiladi,1999,action crime drama a crime boss is accused by a reporter of murdering her brother and raping her. he investigates the frame-up. umesh mehra akshay kumar twinkle khanna rajat bedi vivek shauq 
play girls,1995,thriller add a plot umesh mehra akshay kumar twinkle khanna rajat bedi vivek shauq 
100%,Unknown,comedy add a plot sajid khan shehnaaz gill nora fatehi riteish deshmukh sahil chaudhary 
sehar,2005,"action crime drama ajay kumar the newly appointed, honest ssp of lucknow police cracks down on the nefarious cop-mafia nexus in uttar pradesh, but finds a cunning and ruthless adversary in gajraj. kabeer kaushik arshad warsi pankaj kapur mahima chaudhry sushant singh "
bade achhe lagte hai,2017,crime 19-year-old moksha lives in his own world and does not listen to anyone. this habit takes him to such a turn that he did not even imagine. sunil subramani rohan shah azhar sheikh suman singh boishali sinha 
kala bazar,1960,"crime drama musical a man sells movie tickets on the black market, but starts to have a change of heart after he falls in love. vijay anand dev anand waheeda rehman nanda karnataki vijay anand "
touch chesi chudu,2018,action comedy crime a peaceful man completely devoted to his family finds his violent past resurfacing. vikram sirikonda ravi teja raashi khanna seerat kapoor murli sharma 
aap ki kasam,1974,romance drama rajesh khanna plays mumtaz's jealous husband who begins to doubt her fidelity when his best friend sanjeev kumar enters their lives. she is unable to convince rajesh khanna that she loves ...                see full summary » j. om prakash rajesh khanna mumtaz askari sanjeev kumar rehman khan 
bewakoofiyaan,2014,comedy drama romance bewakoofiyaan is a slice-of life comedy when recession strikes and the lack of money tests love. is living on love and fresh air really possible? nupur asthana ayushmann khurrana sonam kapoor rishi kapoor swedha singh 
khamoshi,1970,drama romance tale of a female nurse trying to maintain a balance between her professional life and her emotions who falls victim to the natural feeling of love and compassion when a person takes care of another person. asit sen rajesh khanna waheeda rehman nasir hussain snehlata 
sanam bewafa,1991,"drama romance salman falls in love with ruksar but their fathers, despite being neighbours, are sworn enemies. the couple end up marrying but they are shocked when they finally discover the reason why their fathers allow the marriage to take place. saawan kumar tak salman khan chandni kanchan pran sikand "
rocket gang,2022,"comedy drama fantasy a roller-coaster ride of friendship, camaraderie, love and dance as the team of 5 children step into the biggest dance competition to accomplish their dream. bosco martis aditya seal nikita dutta jason tham mokshada jaikhani "
andaman,2021,drama andaman is an inspirational social drama about a quarantine centre in an unprivileged village. smita singh vishal agiran arav aryavanshi arav aryavanshi dinesh awasthi 
samadhi,1972,"action drama romance lakhan singh gives his life of a dacoit and lives a happy life with his wife champa when his son jaswant becomes three years old, champa becomes ill with cancer and circumstances force him to be again a dacoit. prakash mehra asha parekh dharmendra jaya bachchan tun tun "
kareeb,1998,"drama romance birju is a young man who lives with his mom, dad, elder brother, bhabhi and nephew in an upper middle class home. his father would like him to work as well as accept some responsibility, ...                see full summary » vidhu vinod chopra bobby deol shabana raza abhay chopra moushumi chatterjee "
kuldip patwal: i didn't do it!,2017,"crime drama mystery a commoner is thrown into a jail cell on suspicion of murder of a local politician. can he survive the state entrapment, or did he actually do it? remy kohli deepak dobriyal gulshan devaiah raima sen parvin dabas "
dil ne jise apna kaha,2004,"drama romance a wealthy man working in an advertising agency and a dedicated doctor fall in love and marry. when his wife dies, the devastated man must fulfil her last wishes. atul agnihotri salman khan preity g zinta bhoomika chawla rati agnihotri "
pokhar ke dunu paar,2022,"drama amidst the 2020 coronavirus pandemic, sumit and priyanka, an eloped couple, return to the security of their hometown. while priyanka feels uneasy in the suffocating familiarity of her town, sumit immerses himself in his tribe of friends. parth saurabh abhinav jha tanaya khan jha dheeraj kumar sheelnidhi "
wonder women,2022,"drama narrates the story of six pregnant women, who arrive at a prenatal class with beliefs, confusion, and questions regarding pregnancy and childbirth. anjali menon nadia moidu nithya menen parvathy thiruvothu padmapriya "
"gallit gondhal, dillit mujra",2009,"comedy kolsewadi has never seen any progress in the village, thanks to the bickering and fights between mla chandrakant tope and sarpanch bajirao dole. narayan wagh, a villager, makes the most of ...                see full summary » nagesh bhonsle makarand anaspure suzanne bernert nagesh bhonsle ramchandra dhumal "
gol maal,1979,comedy romance a man's simple lie to secure his job escalates into more complex lies when his orthodox boss gets suspicious. hrishikesh mukherjee amol palekar bindiya goswami deven verma shobha khote 
kabhie kabhie,1976,drama romance kabhi kabhie is a movie about the love story of generations and how a chain of events brings together old lovers as friends. yash chopra amitabh bachchan shashi kapoor rakhee gulzar waheeda rehman 
mystery of the tattoo,2023,"thriller an art student/therapist befriends her new neighbor. soon after which she starts experiencing deadly psychological and hallucinating events, only to realize later that they were all a set-up by her neighbor to apprehend an old killer. kalaiarasi sathappan rohit raaj arjun rampal daisy shah manoj joshi "
